StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Screen 1,Screen 2,End Coordinate,Start Coordinate,Q6,1_Q10,2_Q10,3_Q10,4_Q10,5_Q10,6_Q10,7_Q10,8_Q10,9_Q10,10_Q10,11_Q10,12_Q10,13_Q10,14_Q10,15_Q10,16_Q10,17_Q10,18_Q10,19_Q10,20_Q10,21_Q10,22_Q10,23_Q10,24_Q10,25_Q10,26_Q10,27_Q10,28_Q10,29_Q10,30_Q10,participantId,assignmentId,projectId
2023-02-17 14:47:55,2023-02-17 14:48:03,IP Address,174.203.75.163,100,7,True,2023-02-17 14:48:03,R_vxf3RXS9bJhmlxL,,,,,30.4509,-91.1563,anonymous,EN,Yes,"25, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5F75656829140299E70444EEC39F049,c71ef150-db6e-4ef9-84cc-7352109045ea,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:48:04,2023-02-17 14:48:08,Spam,174.203.75.163,100,3,True,2023-02-17 14:48:09,R_xbUlC6p6zNw0J0J,,,,,30.4509,-91.1563,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5F75656829140299E70444EEC39F049,c71ef150-db6e-4ef9-84cc-7352109045ea,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:47:01,2023-02-17 14:48:11,IP Address,192.251.94.243,100,70,True,2023-02-17 14:48:12,R_WuMyA7vm8mzHtNn,,,,,42.0228,-91.6572,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D26C157C135644D28C71B026874E204E,506fc0e3-2c9d-435e-803f-108ee4913ab1,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:47:03,2023-02-17 14:48:11,IP Address,76.224.17.52,100,68,True,2023-02-17 14:48:12,R_tPYadk1StywwNA5,,,,,38.1025,-122.2132,anonymous,EN,No,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A899E676FC5444D38B911BAF132D897F,0decebda-41a4-4789-9cad-108d5e4cfc6b,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:47:29,2023-02-17 14:48:25,IP Address,98.29.47.238,100,55,True,2023-02-17 14:48:26,R_2zHgduUxky52fPB,,,,,39.5627,-84.2224,anonymous,EN,Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57D16FF618E449028084875C941CEC52,b37a92e2-bbed-4813-aca2-749f20f34618,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:47:33,2023-02-17 14:48:31,IP Address,66.17.102.192,100,57,True,2023-02-17 14:48:31,R_1jeuFk5pGYVmFcC,,,,,44.3047,-96.7871,anonymous,EN,Yes,25 degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ED8F1F989E44B8484E6D7E6A03D80CD,94b9be72-1035-4a5f-bda7-13029bea7c74,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:48:41,2023-02-17 14:48:50,IP Address,66.17.102.192,100,9,True,2023-02-17 14:48:51,R_2TZzWcyciE85fHg,,,,,44.3047,-96.7871,anonymous,EN,Yes,"40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ED8F1F989E44B8484E6D7E6A03D80CD,94b9be72-1035-4a5f-bda7-13029bea7c74,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:47:16,2023-02-17 14:51:14,IP Address,172.101.73.101,100,237,True,2023-02-17 14:51:15,R_2S1UBWexwTycA6G,,,,,42.8923,-78.8222,anonymous,EN,Yes,40,D18-N,F5-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B18305834694FFAA1CA319D23E87B25,3ef7fdbf-9ab7-477a-9812-c9c56e7e75e2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:51:16,2023-02-17 14:51:39,IP Address,172.101.73.101,100,23,True,2023-02-17 14:51:40,R_1dN4UiiCVQUcvs7,,,,,42.8923,-78.8222,anonymous,EN,Yes,40,D18 - N,F5 - N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B18305834694FFAA1CA319D23E87B25,3ef7fdbf-9ab7-477a-9812-c9c56e7e75e2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:51:40,2023-02-17 14:52:01,IP Address,172.101.73.101,100,20,True,2023-02-17 14:52:02,R_1nMUZmLXOZ9dVj4,,,,,42.8923,-78.8222,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B18305834694FFAA1CA319D23E87B25,3ef7fdbf-9ab7-477a-9812-c9c56e7e75e2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:47:58,2023-02-17 14:52:35,IP Address,212.46.33.144,100,276,True,2023-02-17 14:52:36,R_AiVHpwLeyTzchwd,,,,,40.7425,-73.9877,anonymous,EN,Yes,40,D18,"F5, C7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC1B04726C924AD9AAB3FB523564B782,ec2afefa-d521-4f6e-931c-91f94683bcc6,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:52:02,2023-02-17 14:52:41,IP Address,172.101.73.101,100,38,True,2023-02-17 14:52:41,R_20MSEOuy7H3XiK7,,,,,42.8923,-78.8222,anonymous,EN,Yes,40,D18 -N,F5 -N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B18305834694FFAA1CA319D23E87B25,3ef7fdbf-9ab7-477a-9812-c9c56e7e75e2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:50:05,2023-02-17 14:53:04,IP Address,181.41.206.183,100,178,True,2023-02-17 14:53:04,R_2s0ykBZXpgOCjZD,,,,,39.7388,-104.9868,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149A52792BED44CBB0251676B7D236F7,8ba0117b-6e8f-419c-b8b2-1fb406d98ac2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:51:56,2023-02-17 14:53:06,IP Address,108.29.162.12,100,70,True,2023-02-17 14:53:07,R_2pS40jlRCsNUg8a,,,,,40.7123,-74.0068,anonymous,EN,Yes,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806D226A01364D8CA035AF355D331A09,4206c5e0-8fee-4cbf-9bbd-61b266e33244,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:53:17,2023-02-17 14:53:30,IP Address,70.173.141.25,100,12,True,2023-02-17 14:53:30,R_26kVE3lWJLXddg4,,,,,36.0344,-114.9705,anonymous,EN,No,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5C28FA67E7B4E4B9DD3EA9EE1E628A5,400c4550-bdb9-446d-a727-117d78d1d765,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:53:54,2023-02-17 14:54:18,IP Address,75.38.182.192,100,23,True,2023-02-17 14:54:18,R_5opYUjUA7JS2Uhj,,,,,42.5686,-83.0668,anonymous,EN,Yes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7256CE06CA294F33AAA4523AB21AB50C,f2a32f04-7cb2-4031-846f-0bcb2976420c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:32:48,2023-02-17 14:54:40,IP Address,32.220.208.56,100,1312,True,2023-02-17 14:54:41,R_2rNqRoZmd2IpZ5h,,,,,41.3136,-72.9272,anonymous,EN,Yes,40,D18,F5,V8 (7b/7b+),V9 (7c),V11 (8a),V6 (6c+/7a),V13 (8b+),V12 (8a+),V4 (6b/6b+),V9 (7c),V8 (7b/7b+),V8 (7b/7b+),V11 (8a),V9 (7c),V5 (6c),V10 (7c+),V12 (8a+),V7 (7a+),V8 (7b/7b+),V10 (7c+),V7 (7a+),V12 (8a+),V9 (7c),V12 (8a+),V13 (8b+),V10 (7c+),V6 (6c+/7a),V9 (7c),V9 (7c),V7 (7a+),V10 (7c+),V11 (8a),V5 (6c),5F0EBB0DFFDE473E8D85663AC62EB5A4,e1328062-470c-49e9-bc0e-8d0755d50ccf,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:05:58,2023-02-17 14:55:37,IP Address,73.202.210.157,100,2978,True,2023-02-17 14:55:37,R_TuWd2JFEz75D8e5,,,,,37.7506,-122.4121,anonymous,EN,Yes,,D18,F5,V7 (7a+),V9 (7c),V12 (8a+),V8 (7b/7b+),V12 (8a+),V7 (7a+),V10 (7c+),V11 (8a),V10 (7c+),V11 (8a),V11 (8a),V10 (7c+),V11 (8a),V6 (6c+/7a),V9 (7c),V6 (6c+/7a),V9 (7c),V12 (8a+),V8 (7b/7b+),V5 (6c),V8 (7b/7b+),V5 (6c),V5 (6c),V12 (8a+),V11 (8a),V11 (8a),V8 (7b/7b+),V4 (6b/6b+),V8 (7b/7b+),V6 (6c+/7a),V9 (7c),319343789BBB48CF93CB2E2F28722C7B,dd307dd7-31ce-4379-81cb-ab8fecb116a7,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:48:09,2023-02-17 14:55:54,IP Address,174.203.75.163,100,464,True,2023-02-17 14:55:54,R_2xz7xXCx9eI5BTg,,,,,30.4509,-91.1563,anonymous,EN,Yes,40,D18,F5,V5 (6c),V5 (6c),V9 (7c),V7 (7a+),V10 (7c+),V7 (7a+),V12 (8a+),V8 (7b/7b+),V10 (7c+),V10 (7c+),V8 (7b/7b+),V7 (7a+),V12 (8a+),V6 (6c+/7a),V4 (6b/6b+),V4 (6b/6b+),V5 (6c),V5 (6c),V4 (6b/6b+),V8 (7b/7b+),V6 (6c+/7a),V9 (7c),V5 (6c),V7 (7a+),V6 (6c+/7a),V8 (7b/7b+),V5 (6c),V9 (7c),V8 (7b/7b+),V6 (6c+/7a),V7 (7a+),C5F75656829140299E70444EEC39F049,c71ef150-db6e-4ef9-84cc-7352109045ea,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:56:30,2023-02-17 14:57:41,IP Address,172.58.179.41,100,70,True,2023-02-17 14:57:42,R_126ixXU4OJosCxS,,,,,32.7797,-96.8022,anonymous,EN,Yes,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEAE37BCEBA1486985BC82E2DA6C7F73,e947d91b-b005-45a7-893b-c37050308ea8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:57:30,2023-02-17 14:58:00,IP Address,98.14.147.148,100,29,True,2023-02-17 14:58:00,R_3oNIOFYG8uAFPRf,,,,,40.7364,-73.8695,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECA07BECC1B14B0B95A6C2E038D88B62,cf206755-fb80-4bd3-990b-4c92491fa73a,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:57:47,2023-02-17 14:58:26,IP Address,98.25.244.248,100,38,True,2023-02-17 14:58:27,R_2AM9Bfg8LEv1Bo6,,,,,34.0651,-81.0281,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76B164CCBEAF4178BC362D7FA0E7F8D7,9ac25114-632d-4a12-b4d3-95894a559ad9,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:58:48,2023-02-17 14:59:00,IP Address,65.141.61.4,100,11,True,2023-02-17 14:59:01,R_wN1AwWqm0GfxQ4h,,,,,36.1213,-115.1406,anonymous,EN,Yes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE55B35019B1449A83AF9EE7624F681F,0a9a2707-ae94-4ff7-8a80-1a0d24cb8f2f,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:59:54,2023-02-17 15:00:02,IP Address,173.75.250.141,100,7,True,2023-02-17 15:00:03,R_aawrF2EUKiYgBa1,,,,,39.7007,-75.7419,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC8F93245D794A5FAFFE30BE46E1F5D3,4bddb29c-1ad5-40f7-85a8-0ae3cdbab3cb,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:58:16,2023-02-17 15:00:13,IP Address,98.14.147.148,100,117,True,2023-02-17 15:00:14,R_3nvGYCxJlwe34m5,,,,,40.7364,-73.8695,anonymous,EN,Yes,40,B15,F5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECA07BECC1B14B0B95A6C2E038D88B62,cf206755-fb80-4bd3-990b-4c92491fa73a,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:54:46,2023-02-17 15:00:46,IP Address,172.220.140.110,100,360,True,2023-02-17 15:00:47,R_3HFgewdYbSV9dBk,,,,,35.7319,-81.7091,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B3FEE1377114718ABE5F3E4598C5B21,7f96f6d6-fe0c-48da-93ce-8ac88b2c00bf,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:59:03,2023-02-17 15:00:58,IP Address,174.192.74.6,100,114,True,2023-02-17 15:00:59,R_2cpIqU4LZtNEc3n,,,,,42.216,-88.0771,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3876AA0604B4D4A844B6DB277ABF1AB,2cf0a11e-6235-42b8-a0ae-887ef1dabd80,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:00:54,2023-02-17 15:01:10,IP Address,174.96.248.250,100,16,True,2023-02-17 15:01:11,R_1mWAcS6eAkMDOaH,,,,,38.6905,-85.8028,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C09A349E33C4AD99999F4790E5597F1,4073a295-20fe-46e8-9e40-ec7c8c71d0c2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:47:07,2023-02-17 15:01:12,IP Address,212.46.33.123,100,845,True,2023-02-17 15:01:13,R_3fvmv6vMeJXWzQd,,,,,40.7425,-73.9877,anonymous,EN,Yes,40,D18,F5,V9 (7c),V13 (8b+),V12 (8a+),V11 (8a),V12 (8a+),V4 (6b/6b+),V13 (8b+),V13 (8b+),V11 (8a),V9 (7c),V13 (8b+),V5 (6c),V12 (8a+),V8 (7b/7b+),V13 (8b+),V10 (7c+),V9 (7c),V13 (8b+),V5 (6c),V6 (6c+/7a),V13 (8b+),V10 (7c+),V12 (8a+),V13 (8b+),V13 (8b+),V4 (6b/6b+),V4 (6b/6b+),V13 (8b+),V10 (7c+),V13 (8b+),V10 (7c+),DC73102BFFAC412F89F711A47E1B962A,7e43f15e-104b-4fd5-aee7-0fbaca393f48,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:01:02,2023-02-17 15:01:16,IP Address,172.220.140.110,100,13,True,2023-02-17 15:01:17,R_3G8MssCMT6DDWEp,,,,,35.7319,-81.7091,anonymous,EN,No,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B3FEE1377114718ABE5F3E4598C5B21,7f96f6d6-fe0c-48da-93ce-8ac88b2c00bf,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:02:02,2023-02-17 15:02:33,IP Address,68.39.238.227,100,30,True,2023-02-17 15:02:34,R_3fAD0JjEWkSmVWn,,,,,41.151,-85.125,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A298719289AA4077A7DBEF7A706F2992,5518ab3e-c03a-440b-bcad-e0d8318c0369,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:02:06,2023-02-17 15:03:00,IP Address,73.175.0.76,100,54,True,2023-02-17 15:03:01,R_2wTQvt550QEAws7,,,,,40.5992,-77.5768,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B8CA6030BE747B3AAD54F96C8E437F0,edfcbb72-89e9-48c0-9279-e153fde9b68e,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:02:58,2023-02-17 15:03:15,IP Address,100.36.178.219,100,17,True,2023-02-17 15:03:16,R_PLpYRSrgWTFgP05,,,,,38.7913,-77.2806,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFC244B7F03D4DABBB7C481776229202,0f84459b-7f1e-457c-8349-ec457590b665,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:59:41,2023-02-17 15:03:56,IP Address,166.198.42.7,100,255,True,2023-02-17 15:03:56,R_1GN656mjjZiX4Ue,,,,,39.9587,-82.9987,anonymous,EN,Yes,40,"18, D","5, F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAA2B76BBC6A44D5B36C56E217567291,eb6e19c7-d5fc-427a-9082-e60a0b7dd22d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:00:31,2023-02-17 15:04:05,IP Address,173.75.250.141,100,214,True,2023-02-17 15:04:06,R_31GUfHx3dkNRyOp,,,,,39.7007,-75.7419,anonymous,EN,Yes,40,F5 c7 D9 B11 E13 B15 D18,D18 B15 E13 B11 D9 C7 f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC8F93245D794A5FAFFE30BE46E1F5D3,4bddb29c-1ad5-40f7-85a8-0ae3cdbab3cb,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:02:22,2023-02-17 15:04:28,IP Address,73.167.123.168,100,125,True,2023-02-17 15:04:28,R_2CfjAli2ngNLoeE,,,,,42.2013,-70.7543,anonymous,EN,No,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A82657B317954011A1844E88E6B0A88D,386a144d-6ce9-452e-ad41-b6eeff7774de,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:03:07,2023-02-17 15:04:38,IP Address,174.170.79.53,100,91,True,2023-02-17 15:04:39,R_2AGASVlF3kRFnVN,,,,,29.8331,-95.7498,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467E2E80FBC84C0EA04558AA31CD4E72,1e84c9dd-27de-4059-b34e-29602fc44d6c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:03:29,2023-02-17 15:05:56,IP Address,100.36.178.219,100,147,True,2023-02-17 15:05:57,R_3fpIR5RwyDWPUHg,,,,,38.7913,-77.2806,anonymous,EN,Yes,40,D18,F5,V10 (7c+),V11 (8a),V11 (8a),V9 (7c),V10 (7c+),V10 (7c+),V10 (7c+),V11 (8a),V10 (7c+),V9 (7c),V11 (8a),V9 (7c),V11 (8a),V11 (8a),V9 (7c),V10 (7c+),V11 (8a),V10 (7c+),V9 (7c),V11 (8a),V11 (8a),V10 (7c+),V8 (7b/7b+),V11 (8a),V12 (8a+),V10 (7c+),V10 (7c+),V7 (7a+),V10 (7c+),V9 (7c),V10 (7c+),BFC244B7F03D4DABBB7C481776229202,0f84459b-7f1e-457c-8349-ec457590b665,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:00:46,2023-02-17 15:06:08,IP Address,172.58.179.41,100,321,True,2023-02-17 15:06:08,R_3Dv8lYLUpcOm6gA,,,,,32.7797,-96.8022,anonymous,EN,Yes,8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEAE37BCEBA1486985BC82E2DA6C7F73,e947d91b-b005-45a7-893b-c37050308ea8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:07:06,2023-02-17 15:08:15,IP Address,99.47.243.217,100,68,True,2023-02-17 15:08:15,R_2qdtQhruSNKWnZK,,,,,33.7372,-117.8232,anonymous,EN,No,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9CAB3C84E979458D9AAD1E45477A9219,ccb1d704-52fc-4c5d-b5c2-083637700592,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:07:45,2023-02-17 15:08:20,IP Address,172.58.181.26,100,35,True,2023-02-17 15:08:20,R_2aY629lKsFVe80Q,,,,,32.7767,-96.805,anonymous,EN,Yes,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEAE37BCEBA1486985BC82E2DA6C7F73,e947d91b-b005-45a7-893b-c37050308ea8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:04:51,2023-02-17 15:08:56,IP Address,174.170.79.53,100,245,True,2023-02-17 15:08:57,R_3k6Z0NcAQMgLU6K,,,,,29.8331,-95.7498,anonymous,EN,Yes,40,D18,F5,V9 (7c),V8 (7b/7b+),V12 (8a+),V13 (8b+),V8 (7b/7b+),V10 (7c+),V9 (7c),V11 (8a),V12 (8a+),V9 (7c),V8 (7b/7b+),V10 (7c+),V12 (8a+),V5 (6c),V5 (6c),V5 (6c),V5 (6c),V8 (7b/7b+),V4 (6b/6b+),V7 (7a+),V4 (6b/6b+),V13 (8b+),V4 (6b/6b+),V6 (6c+/7a),V4 (6b/6b+),V8 (7b/7b+),V13 (8b+),V5 (6c),V11 (8a),V5 (6c),V11 (8a),467E2E80FBC84C0EA04558AA31CD4E72,1e84c9dd-27de-4059-b34e-29602fc44d6c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:08:46,2023-02-17 15:09:01,IP Address,172.58.181.26,100,14,True,2023-02-17 15:09:01,R_3e3Mu4FNJdWTGDy,,,,,32.7767,-96.805,anonymous,EN,No,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEAE37BCEBA1486985BC82E2DA6C7F73,e947d91b-b005-45a7-893b-c37050308ea8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:09:23,2023-02-17 15:09:33,IP Address,208.68.245.152,100,9,True,2023-02-17 15:09:33,R_2amDzkVZyDEktG7,,,,,37.751,-97.822,anonymous,EN,No,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EB3FD070E0B34CD9B9F3129C0C4F0137,33b88e69-aa56-42ec-b508-ec4c6aa21c14,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:06:57,2023-02-17 15:10:01,IP Address,74.193.216.64,100,183,True,2023-02-17 15:10:01,R_2y43XRNYeaSQQSK,,,,,30.1235,-93.1878,anonymous,EN,Yes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6907977C67748F3BC559C8F25280846,0afd2ca6-6dbd-4ec2-a611-627ad081046a,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:10:01,2023-02-17 15:10:22,IP Address,68.84.145.148,100,21,True,2023-02-17 15:10:23,R_3k7WLRnaPWR1tcE,,,,,35.0813,-106.6387,anonymous,EN,No,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A169F6E8A615410B94AB1834CFD997F9,3f98ad76-d18a-431e-8711-bca39a07bcb6,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:10:01,2023-02-17 15:10:36,IP Address,67.174.99.61,100,35,True,2023-02-17 15:10:37,R_3JrxoWCq76t3SYj,,,,,39.5437,-105.0136,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8143DFE6B5C64739A3FD3BAF963163D5,9da70844-8b91-45e6-ba57-ce8ef3904c2b,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:10:33,2023-02-17 15:10:47,IP Address,74.82.250.14,100,14,True,2023-02-17 15:10:47,R_Og57P4W3CRotL7r,,,,,47.1416,-119.2894,anonymous,EN,No,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529CEC9EDD93499FA51B169E5B931FB4,68aba165-592d-4ea2-b126-ffa395b3ab64,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:29:28,2023-02-17 15:12:14,IP Address,45.87.214.86,100,2566,True,2023-02-17 15:12:15,R_T5aaBrZJ6ND2cW5,,,,,25.7806,-80.1826,anonymous,EN,Yes,40,D18,F5,V8 (7b/7b+),V8 (7b/7b+),V10 (7c+),V10 (7c+),V8 (7b/7b+),V8 (7b/7b+),V10 (7c+),V4 (6b/6b+),V8 (7b/7b+),V10 (7c+),V10 (7c+),V10 (7c+),V10 (7c+),V8 (7b/7b+),V4 (6b/6b+),V11 (8a),V4 (6b/6b+),V13 (8b+),V12 (8a+),V10 (7c+),V10 (7c+),V10 (7c+),V9 (7c),V10 (7c+),V10 (7c+),V10 (7c+),V10 (7c+),V13 (8b+),V10 (7c+),V10 (7c+),V8 (7b/7b+),A791FCB1973240AE92864704B002299D,3c5c042d-c458-4d39-8286-8dcffaeadeae,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:13:45,2023-02-17 15:14:14,IP Address,47.13.25.19,100,29,True,2023-02-17 15:14:16,R_22z6y556ZM7658q,,,,,35.488,-84.3321,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE8ECD2D22EE4D84AD9863B1B813DFF0,424758ea-aba1-4dcf-9767-9d2e590bcf71,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:14:39,2023-02-17 15:15:04,IP Address,172.77.140.103,100,25,True,2023-02-17 15:15:05,R_diecpwpSgWp0wnv,,,,,41.1389,-81.8629,anonymous,EN,No,I don't even know what that is.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743207BFEEEB4ADBBBC6804E406096FD,70a0e1f7-f6f8-4a36-aa39-95f457ff3079,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:15:09,2023-02-17 15:15:25,IP Address,207.29.42.2,100,16,True,2023-02-17 15:15:25,R_qVDF8l6JKOfrXQB,,,,,42.9554,-78.8638,anonymous,EN,No,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3859C0AA66FE4A27B09660FA22A11AF8,4cfe7a02-352f-4909-9df5-13533a90396c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:16:01,2023-02-17 15:16:12,IP Address,100.2.217.80,100,11,True,2023-02-17 15:16:13,R_3KI28eoO6fndqqp,,,,,40.694,-73.822,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557B07D308B54ACAAE17409EEEB77F33,1310a294-7edc-40c5-b37a-3cd1ed6ebded,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:15:30,2023-02-17 15:16:33,IP Address,172.58.181.26,100,62,True,2023-02-17 15:16:33,R_3BLAHKkjt6WHJqV,,,,,32.7767,-96.805,anonymous,EN,Yes,25°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEAE37BCEBA1486985BC82E2DA6C7F73,e947d91b-b005-45a7-893b-c37050308ea8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
